customer_id,recency,frequency,monetary,customer_name,R_score,F_score,M_score,RFM_score,segment
45,140,3,1888.1299999999999,Ana Sophia Marques,1,1,1,3,Inativo
46,103,7,7142.15,Srta. Bianca Vasconcelos,1,4,3,8,Regular
47,34,4,3565.8599999999997,Rafael Carvalho,3,2,2,7,Regular
48,49,2,1812.2199999999998,Mariane Novaes,2,1,1,4,Ocasional
49,251,2,2275.38,Vicente Mendonça,1,1,2,4,Ocasional
50,127,3,4330.62,Anna Liz Carvalho,1,1,2,4,Ocasional
51,28,5,8771.48,Luísa Nogueira,3,3,4,10,VIP
52,45,1,591.02,Maria Helena Mendes,2,1,1,4,Ocasional
53,45,7,11460.07,Ryan Câmara,2,4,4,10,VIP
54,25,6,4565.97,Carolina Pinto,3,3,3,9,Regular
55,24,6,9815.72,Lunna Cunha,3,3,4,10,VIP
57,12,6,5093.65,Josué Costa,4,3,3,10,VIP
58,3,6,11605.02,Ravi Lucca Sampaio,4,3,4,11,VIP
59,87,5,4998.62,Cauê Pacheco,2,3,3,8,Regular
60,64,7,4727.65,Isabelly Caldeira,2,4,3,9,Regular
61,24,6,8329.2,Sr. Otto Mendonça,3,3,4,10,VIP
62,47,4,9711.18,Júlia Pimenta,2,2,4,8,Regular
63,29,4,5532.629999999999,Rael da Cruz,3,2,3,8,Regular
64,58,2,1159.22,Ryan Cunha,2,1,1,4,Ocasional
65,136,4,2701.4100000000003,Isaque Silveira,1,2,2,5,Ocasional
66,45,4,4621.42,Caleb da Rocha,2,2,3,7,Regular
67,48,5,8556.05,Manuella Lima,2,3,4,9,Regular
68,13,4,3040.49,Vitor Gabriel Teixeira,4,2,2,8,Regular
69,41,1,259.99,Larissa Brito,3,1,1,5,Ocasional
70,236,4,3460.3199999999997,João Guilherme Aparecida,1,2,2,5,Ocasional
71,46,4,7279.96,João Miguel Melo,2,2,3,7,Regular
72,101,4,5502.530000000001,Murilo Mendonça,1,2,3,6,Ocasional
73,21,7,3521.34,Dante Novais,3,4,2,9,Regular
74,14,5,1489.85,Letícia Pastor,4,3,1,8,Regular
75,27,10,7572.94,Heitor da Luz,3,4,4,11,VIP
76,49,3,4916.52,Dra. Olivia da Rocha,2,1,3,6,Ocasional
77,10,5,9250.33,Gael Henrique Lima,4,3,4,11,VIP
78,175,1,4207.72,Enzo Vieira,1,1,2,4,Ocasional
79,197,3,5394.27,Maysa Barros,1,1,3,5,Ocasional
80,26,4,1255.0,Alícia Teixeira,3,2,1,6,Ocasional
81,27,5,7505.719999999999,Ayla Melo,3,3,4,10,VIP
82,27,6,2622.4,Laura Ribeiro,3,3,2,8,Regular
83,20,5,3392.46,Sophie Abreu,3,3,2,8,Regular
84,78,2,2288.62,Gustavo da Mata,2,1,2,5,Ocasional
85,1,8,14512.019999999999,Emanuel das Neves,4,4,4,12,VIP
86,33,5,8301.51,Daniela Monteiro,3,3,4,10,VIP
87,358,1,2743.72,Thomas Souza,1,1,2,4,Ocasional
88,130,3,4254.85,Kaique Pastor,1,1,2,4,Ocasional
90,208,3,6774.54,Sra. Maria Helena Gomes,1,1,3,5,Ocasional
91,36,6,4990.29,Alice Silveira,3,3,3,9,Regular
92,27,4,10935.119999999999,Dr. Bruno Farias,3,2,4,9,Regular
93,12,4,5727.78,Laura da Conceição,4,2,3,9,Regular
94,16,7,7016.02,Augusto Duarte,4,4,3,11,VIP
95,67,3,1824.8000000000002,Emilly Cavalcante,2,1,1,4,Ocasional
96,7,6,9659.94,Jade Marques,4,3,4,11,VIP
97,48,4,7410.259999999999,Letícia Porto,2,2,4,8,Regular
98,14,3,2413.08,Maria Alice Oliveira,4,1,2,7,Regular
99,66,1,1608.37,Theo da Paz,2,1,1,4,Ocasional
100,16,8,13597.15,Dra. Cecilia Pires,4,4,4,12,VIP
101,39,4,3640.41,Juan Duarte,3,2,2,7,Regular
102,168,3,2758.87,Rodrigo da Rocha,1,1,2,4,Ocasional
103,14,3,7405.86,Maria Clara Borges,4,1,4,9,Regular
104,22,4,3660.2799999999997,Julia Pacheco,3,2,2,7,Regular
105,1,3,2455.0,Lunna Pimenta,4,1,2,7,Regular
106,43,3,1374.1200000000001,Kevin Monteiro,3,1,1,5,Ocasional
107,17,6,7614.5599999999995,Dra. Ágatha Leão,4,3,4,11,VIP
108,186,2,1760.12,Sr. Pedro Miguel Macedo,1,1,1,3,Inativo
109,49,5,4576.26,Davi Marques,2,3,3,8,Regular
110,34,5,2463.88,Gustavo Azevedo,3,3,2,8,Regular
111,50,7,10693.66,Davi Lucca Nogueira,2,4,4,10,VIP
112,115,4,8989.640000000001,Luna Almeida,1,2,4,7,Regular
113,8,7,13964.699999999999,Maria Cecília Moraes,4,4,4,12,VIP
114,39,4,3457.93,Stephany da Rosa,3,2,2,7,Regular
115,3,5,5207.75,Sra. Ana Sophia Barros,4,3,3,10,VIP
116,15,7,10587.25,Marina Brito,4,4,4,12,VIP
117,21,5,12508.99,Maria Vitória Siqueira,3,3,4,10,VIP
118,55,5,2304.4300000000003,Caleb Barros,2,3,2,7,Regular
119,36,8,6456.44,Luísa Rios,3,4,3,10,VIP
120,81,2,2931.72,Sr. Thiago Cunha,2,1,2,5,Ocasional
121,56,5,10431.52,Heloisa Lima,2,3,4,9,Regular
122,24,5,4240.74,Dr. André Cirino,3,3,2,8,Regular
123,109,4,13227.66,Mariah Marques,1,2,4,7,Regular
124,85,1,19.27,Eduardo Castro,2,1,1,4,Ocasional
125,49,3,4162.37,Júlia Cunha,2,1,2,5,Ocasional
126,362,1,894.2,Augusto Câmara,1,1,1,3,Inativo
127,61,2,871.6700000000001,João Vitor Duarte,2,1,1,4,Ocasional
128,33,9,10034.61,Theodoro Novais,3,4,4,11,VIP
129,91,4,5207.32,Mariane Oliveira,1,2,3,6,Ocasional
130,48,10,8376.75,Raul Sales,2,4,4,10,VIP
131,8,8,27037.620000000003,Lucca Câmara,4,4,4,12,VIP
132,42,10,5844.0599999999995,Dr. Diogo da Costa,3,4,3,10,VIP
133,180,6,3247.04,Ana Vitória Cavalcanti,1,3,2,6,Ocasional
134,165,1,3793.24,Luna Pires,1,1,2,4,Ocasional
135,17,4,7665.47,Luiz Gustavo Montenegro,4,2,4,10,VIP
136,15,8,7488.34,Caleb Pimenta,4,4,4,12,VIP
137,11,4,1995.83,Lorenzo Pereira,4,2,1,7,Regular
138,87,7,9046.77,Emanuella Aparecida,2,4,4,10,VIP
139,13,4,9001.85,Maria Luísa Vasconcelos,4,2,4,10,VIP
140,38,4,3341.64,Dom Farias,3,2,2,7,Regular
141,1,2,6019.5599999999995,Leonardo Novais,4,1,3,8,Regular
142,75,3,1495.7199999999998,Dra. Valentina Borges,2,1,1,4,Ocasional
143,17,6,7449.94,Evelyn Câmara,4,3,4,11,VIP
144,95,6,12244.48,Dra. Ana Carolina Ribeiro,1,3,4,8,Regular
145,6,3,786.73,Eloah Silveira,4,1,1,6,Ocasional
146,15,4,4094.96,Sra. Isabel Nascimento,4,2,2,8,Regular
147,37,4,4010.25,Nicole Vargas,3,2,2,7,Regular
148,97,4,11583.810000000001,Benjamim Ramos,1,2,4,7,Regular
149,73,5,3400.16,Rael Moraes,2,3,2,7,Regular
150,48,8,11449.61,Maria Fernanda da Costa,2,4,4,10,VIP
151,22,3,4472.15,Lívia Vieira,3,1,3,7,Regular
152,22,5,3921.7299999999996,Alana Barros,3,3,2,8,Regular
153,3,8,10822.31,Isaque Leão,4,4,4,12,VIP
154,118,2,2631.55,Srta. Lavínia Lima,1,1,2,4,Ocasional
155,72,5,3087.66,Vinicius Nogueira,2,3,2,7,Regular
156,7,2,2618.7699999999995,Luiz Felipe da Costa,4,1,2,7,Regular
157,33,5,9184.880000000001,Emanuella Vasconcelos,3,3,4,10,VIP
158,53,7,5934.15,Ana Carolina da Rocha,2,4,3,9,Regular
159,38,4,5267.71,Olívia da Cunha,3,2,3,8,Regular
160,40,7,5680.14,Léo Lopes,3,4,3,10,VIP
161,130,2,314.79,Juliana Barros,1,1,1,3,Inativo
162,24,3,2951.97,Luan Ribeiro,3,1,2,6,Ocasional
163,22,8,11284.43,Sra. Maya da Mota,3,4,4,11,VIP
164,13,5,3077.24,Maysa Andrade,4,3,2,9,Regular
165,74,1,2587.9,Rael Freitas,2,1,2,5,Ocasional
166,306,1,683.8,Apollo Sousa,1,1,1,3,Inativo
167,8,4,3633.9700000000003,Hadassa Pimenta,4,2,2,8,Regular
168,86,3,3011.16,Aurora Rodrigues,2,1,2,5,Ocasional
169,14,4,3821.79,Dra. Emanuella Vieira,4,2,2,8,Regular
170,10,5,2109.38,Dr. Ravi Lucca Novaes,4,3,1,8,Regular
171,15,8,9557.24,Ana Sophia Cardoso,4,4,4,12,VIP
172,14,7,3189.6000000000004,Pedro Montenegro,4,4,2,10,VIP
173,2,8,12119.75,Luiz Felipe Moreira,4,4,4,12,VIP
174,14,5,1985.23,Eloá Pastor,4,3,1,8,Regular
175,12,4,2956.5699999999997,Augusto Ramos,4,2,2,8,Regular
176,8,4,12050.41,Liz Mendes,4,2,4,10,VIP
177,7,7,12140.789999999999,Rafaela Martins,4,4,4,12,VIP
178,54,1,2593.18,Dr. Davi Lucca Teixeira,2,1,2,5,Ocasional
179,270,1,1251.74,Diego Brito,1,1,1,3,Inativo
180,59,2,3019.69,Luara Correia,2,1,2,5,Ocasional
181,39,4,2428.35,Sofia Marques,3,2,2,7,Regular
182,28,5,9909.43,Olivia da Paz,3,3,4,10,VIP
183,18,5,4549.12,Murilo Aragão,4,3,3,10,VIP
184,345,1,2930.72,Lara Pinto,1,1,2,4,Ocasional
185,53,5,2698.55,Gael Henrique Pereira,2,3,2,7,Regular
186,246,1,699.78,Stella Marques,1,1,1,3,Inativo
187,314,1,2693.73,Lucca Montenegro,1,1,2,4,Ocasional
188,27,5,4111.96,Lorena Vieira,3,3,2,8,Regular
189,12,8,10958.93,Vinicius Pires,4,4,4,12,VIP
190,150,4,2246.56,Pedro Lucas Dias,1,2,1,4,Ocasional
191,333,1,2764.08,Ana Liz Santos,1,1,2,4,Ocasional
192,240,3,1033.4,Raul Nascimento,1,1,1,3,Inativo
193,44,2,1628.8600000000001,Kaique Vargas,2,1,1,4,Ocasional
194,21,4,6955.219999999999,Ísis Garcia,3,2,3,8,Regular
195,195,3,1621.02,Jade Souza,1,1,1,3,Inativo
196,62,4,7324.139999999999,Dra. Isabella da Cruz,2,2,4,8,Regular
197,225,4,4392.47,Sra. Beatriz Rodrigues,1,2,3,6,Ocasional
198,40,6,12148.26,Lorenzo da Paz,3,3,4,10,VIP
199,55,2,2196.77,Erick Leão,2,1,1,4,Ocasional
200,230,1,1096.91,Kaique Nunes,1,1,1,3,Inativo
201,6,3,2396.2400000000002,Lucas Castro,4,1,2,7,Regular
202,4,8,13488.17,Gael Cavalcanti,4,4,4,12,VIP
203,4,2,1445.52,Rhavi Duarte,4,1,1,6,Ocasional
204,44,1,35.62,Dr. Anthony da Luz,2,1,1,4,Ocasional
205,49,2,594.62,Sra. Bárbara Porto,2,1,1,4,Ocasional
206,17,5,3000.78,Maria Fernanda Leão,4,3,2,9,Regular
207,40,6,10965.08,Anna Liz Moura,3,3,4,10,VIP
208,18,7,10709.83,Sofia Costa,4,4,4,12,VIP
209,36,4,5973.31,Ayla Moraes,3,2,3,8,Regular
210,57,5,5743.540000000001,Lorena Silveira,2,3,3,8,Regular
211,31,4,6394.16,Sr. Vitor Hugo Araújo,3,2,3,8,Regular
212,40,2,4897.1,Dra. Mariah Freitas,3,1,3,7,Regular
213,11,6,10748.45,Luiz Fernando Campos,4,3,4,11,VIP
214,5,4,943.82,Kaique Martins,4,2,1,7,Regular
215,66,4,1425.04,Daniel Andrade,2,2,1,5,Ocasional
216,273,2,385.95000000000005,Pietro Peixoto,1,1,1,3,Inativo
217,58,8,16739.9,Davi Miguel Montenegro,2,4,4,10,VIP
218,1,11,13370.35,Hellena Jesus,4,4,4,12,VIP
219,106,2,3393.04,Ana Julia Ferreira,1,1,2,4,Ocasional
220,67,2,3161.3399999999997,Olívia da Costa,2,1,2,5,Ocasional
221,25,4,5962.66,Vitória Carvalho,3,2,3,8,Regular
222,24,3,6207.620000000001,Vitor Gabriel Silveira,3,1,3,7,Regular
223,118,3,1587.69,Helena Mendes,1,1,1,3,Inativo
224,36,5,2976.62,Isabelly Sampaio,3,3,2,8,Regular
225,24,3,1136.9,Maria Alice das Neves,3,1,1,5,Ocasional
226,35,5,8136.540000000001,Sr. Léo Dias,3,3,4,10,VIP
227,61,5,3384.15,Maria Vitória da Rocha,2,3,2,7,Regular
228,19,5,8665.22,Maitê da Cunha,4,3,4,11,VIP
229,108,2,990.09,Davi Miguel Silveira,1,1,1,3,Inativo
230,23,4,3804.3199999999997,Benicio Teixeira,3,2,2,7,Regular
231,174,2,3750.09,Thiago Marques,1,1,2,4,Ocasional
232,20,5,7781.369999999999,Antony Moura,3,3,4,10,VIP
233,28,7,2954.34,Gael Pinto,3,4,2,9,Regular
234,29,8,10240.619999999999,Srta. Letícia Rodrigues,3,4,4,11,VIP
235,2,6,2398.46,Alexia Sampaio,4,3,2,9,Regular
236,48,3,5033.4,Heitor Sales,2,1,3,6,Ocasional
237,2,4,8985.59,Sr. Gustavo Henrique Pastor,4,2,4,10,VIP
238,40,2,3552.69,Ágatha Farias,3,1,2,6,Ocasional
239,28,7,7105.049999999999,Carlos Eduardo Lopes,3,4,3,10,VIP
240,58,2,1885.6899999999998,Rebeca da Conceição,2,1,1,4,Ocasional
241,16,6,5482.36,Bryan da Mata,4,3,3,10,VIP
242,36,3,822.1800000000001,Caleb Abreu,3,1,1,5,Ocasional
243,14,6,20825.64,Sophie Jesus,4,3,4,11,VIP
244,14,9,15210.88,Alice da Rocha,4,4,4,12,VIP
245,178,5,2569.58,Eloá Carvalho,1,3,2,6,Ocasional
246,48,4,3901.8900000000003,Rodrigo Viana,2,2,2,6,Ocasional
247,195,3,6851.920000000001,Kevin Abreu,1,1,3,5,Ocasional
248,217,3,5692.95,Catarina da Rosa,1,1,3,5,Ocasional
249,28,2,497.88,Isabelly Duarte,3,1,1,5,Ocasional
250,195,3,1730.04,Emilly Rodrigues,1,1,1,3,Inativo
251,35,6,10032.08,Srta. Maria Luísa Rocha,3,3,4,10,VIP
252,88,3,2088.84,Maria Flor Barbosa,1,1,1,3,Inativo
253,13,5,6866.9800000000005,Luiz Miguel Sampaio,4,3,3,10,VIP
254,6,5,10877.22,Maria Liz Sá,4,3,4,11,VIP
255,51,3,5413.39,Hellena Machado,2,1,3,6,Ocasional
256,125,3,1141.54,Oliver Barros,1,1,1,3,Inativo
257,48,2,344.26,Marcela Melo,2,1,1,4,Ocasional
258,24,11,10646.09,Antônio Fernandes,3,4,4,11,VIP
259,132,3,1223.88,Dr. Ravi da Conceição,1,1,1,3,Inativo
260,149,3,1846.84,Rael Pastor,1,1,1,3,Inativo
261,1,5,2459.1,Cauã Nascimento,4,3,2,9,Regular
262,45,4,5893.92,Luara Peixoto,2,2,3,7,Regular
263,33,5,3913.0,Emanuella Rocha,3,3,2,8,Regular
265,55,5,3407.43,Dra. Emanuella Novais,2,3,2,7,Regular
266,3,5,7280.83,Luiz Henrique Albuquerque,4,3,3,10,VIP
267,23,3,2268.09,Rebeca Cavalcante,3,1,2,6,Ocasional
268,109,5,8106.33,Raul Nunes,1,3,4,8,Regular
269,58,2,5359.280000000001,Sr. Pedro Lucas Nogueira,2,1,3,6,Ocasional
270,32,6,9096.939999999999,Sr. Pedro Lucas Campos,3,3,4,10,VIP
271,76,5,2537.53,Gustavo Araújo,2,3,2,7,Regular
272,54,4,5998.92,Juliana Moraes,2,2,3,7,Regular
273,40,7,10891.44,Diogo Silva,3,4,4,11,VIP
274,135,2,264.82,Ayla Guerra,1,1,1,3,Inativo
275,61,2,3933.39,Maria Alice Azevedo,2,1,2,5,Ocasional
276,84,3,5502.72,Caroline Nunes,2,1,3,6,Ocasional
277,145,3,6100.88,Allana Campos,1,1,3,5,Ocasional
278,19,4,9867.939999999999,Caleb Rezende,4,2,4,10,VIP
279,27,6,10752.380000000001,Dra. Isabel Lima,3,3,4,10,VIP
280,52,1,308.41,Valentim Rodrigues,2,1,1,4,Ocasional
281,16,6,8713.69,Ian Gomes,4,3,4,11,VIP
282,28,6,8022.33,Diego Azevedo,3,3,4,10,VIP
283,80,1,892.09,Melina Cunha,2,1,1,4,Ocasional
284,33,2,313.78999999999996,João Guilherme Ramos,3,1,1,5,Ocasional
285,41,5,2268.65,Sophia Correia,3,3,2,8,Regular
286,253,2,390.74,Ana Sophia Moura,1,1,1,3,Inativo
287,13,5,8538.220000000001,Ravy Vargas,4,3,4,11,VIP
288,64,3,8431.8,Sofia da Paz,2,1,4,7,Regular
289,183,1,2477.68,João Lucas Barros,1,1,2,4,Ocasional
290,2,5,3558.71,Ana Luiza das Neves,4,3,2,9,Regular
291,57,3,3809.42,Ana Laura das Neves,2,1,2,5,Ocasional
292,31,3,4357.200000000001,Dr. Enzo Freitas,3,1,2,6,Ocasional
293,22,4,1408.45,Ana Luiza da Luz,3,2,1,6,Ocasional
294,14,4,8397.38,José Miguel Vargas,4,2,4,10,VIP
295,311,2,2981.83,Maria Clara Gomes,1,1,2,4,Ocasional
296,67,5,2488.56,Sra. Júlia Barbosa,2,3,2,7,Regular
297,60,4,1842.9,Ravi Lucca da Paz,2,2,1,5,Ocasional
298,115,3,1768.0199999999998,Joaquim Martins,1,1,1,3,Inativo
299,53,5,5139.57,Manuella Porto,2,3,3,8,Regular
300,21,5,5022.98,Otto Mendonça,3,3,3,9,Regular
301,84,2,2909.65,Dr. Bryan Pacheco,2,1,2,5,Ocasional
302,5,3,902.8100000000001,Caroline da Costa,4,1,1,6,Ocasional
303,167,2,8718.460000000001,Davi Luiz Vasconcelos,1,1,4,6,Ocasional
304,57,1,97.39,Sr. Rael das Neves,2,1,1,4,Ocasional
305,24,6,5842.780000000001,Dra. Ana Cecília Cunha,3,3,3,9,Regular
306,94,3,1635.77,Arthur Guerra,1,1,1,3,Inativo
307,16,4,6481.5599999999995,Davi Albuquerque,4,2,3,9,Regular
308,14,4,8523.1,Antonella Pacheco,4,2,4,10,VIP
309,16,2,868.54,Asafe Martins,4,1,1,6,Ocasional
310,37,5,8960.55,Luiz Gustavo Cunha,3,3,4,10,VIP
311,259,1,47.38,Juan Monteiro,1,1,1,3,Inativo
312,18,7,6321.29,Vinicius da Cruz,4,4,3,11,VIP
313,145,3,4804.860000000001,Fernando Alves,1,1,3,5,Ocasional
314,183,3,12633.800000000001,Emanuel Brito,1,1,4,6,Ocasional
315,196,3,5075.2300000000005,Maria Cavalcanti,1,1,3,5,Ocasional
316,7,4,2289.04,Cecília Nunes,4,2,2,8,Regular
317,10,4,8784.35,Henry Almeida,4,2,4,10,VIP
318,92,2,660.53,Sr. Antônio Casa Grande,1,1,1,3,Inativo
319,69,3,1925.79,Beatriz Fernandes,2,1,1,4,Ocasional
320,44,4,8967.76,Dra. Maria Alice Câmara,2,2,4,8,Regular
321,88,2,627.98,Dra. Maria Júlia Vargas,1,1,1,3,Inativo
322,65,6,2399.4,Cecília Farias,2,3,2,7,Regular
323,37,2,185.95,Lívia Machado,3,1,1,5,Ocasional
324,23,7,5653.22,Srta. Ana Julia Gomes,3,4,3,10,VIP
325,55,4,7900.28,Rhavi Viana,2,2,4,8,Regular
326,3,8,10624.39,Brayan Fernandes,4,4,4,12,VIP
327,14,6,10345.94,Rafaela Santos,4,3,4,11,VIP
328,2,6,5016.38,Nicolas Sampaio,4,3,3,10,VIP
329,46,3,423.71,Daniela Aragão,2,1,1,4,Ocasional
330,14,5,11203.62,Lavínia Barros,4,3,4,11,VIP
331,38,3,1728.42,Maria Julia Cirino,3,1,1,5,Ocasional
332,1,6,2828.41,João Felipe Nunes,4,3,2,9,Regular
333,165,2,5749.67,Ana Liz Gomes,1,1,3,5,Ocasional
334,115,4,815.64,Srta. Sarah Oliveira,1,2,1,4,Ocasional
335,67,1,321.24,Asafe Lima,2,1,1,4,Ocasional
336,28,4,2698.37,Srta. Aurora Gomes,3,2,2,7,Regular
337,226,3,2472.52,Mariah Camargo,1,1,2,4,Ocasional
338,180,2,207.32,Vitor Gabriel Ferreira,1,1,1,3,Inativo
339,75,5,4720.61,Nathan Casa Grande,2,3,3,8,Regular
340,5,4,2191.68,Marcelo Almeida,4,2,1,7,Regular
341,24,4,3505.16,Sra. Luna da Mata,3,2,2,7,Regular
342,45,10,14216.93,Raquel Teixeira,2,4,4,10,VIP
343,81,3,4986.3099999999995,Ana Cavalcanti,2,1,3,6,Ocasional
344,35,3,2174.28,Srta. Kamilly Freitas,3,1,1,5,Ocasional
345,30,4,6033.79,Melissa Cavalcanti,3,2,3,8,Regular
346,214,3,8037.540000000001,João Miguel Alves,1,1,4,6,Ocasional
347,29,2,705.81,João Felipe Rezende,3,1,1,5,Ocasional
348,25,4,3273.92,Alexia Câmara,3,2,2,7,Regular
349,34,6,4599.8,Stephany Pinto,3,3,3,9,Regular
350,13,2,3169.08,Ana Luiza Fernandes,4,1,2,7,Regular
351,73,5,9324.61,Nathan Ribeiro,2,3,4,9,Regular
352,3,8,14559.67,Esther Fernandes,4,4,4,12,VIP
353,3,8,5194.53,Emilly da Rocha,4,4,3,11,VIP
354,2,6,9216.29,Lívia Rezende,4,3,4,11,VIP
355,28,5,8167.8,Ravi Campos,3,3,4,10,VIP
356,18,6,5343.25,Maria Helena Moura,4,3,3,10,VIP
357,9,7,7593.3,Cecília Dias,4,4,4,12,VIP
358,65,2,2453.72,Kamilly Costela,2,1,2,5,Ocasional
359,9,4,3710.4199999999996,Mariane Mendes,4,2,2,8,Regular
360,104,6,7448.07,Sr. Antony Rocha,1,3,4,8,Regular
361,94,3,4857.9,Lorena Cavalcante,1,1,3,5,Ocasional
362,192,3,7882.6900000000005,Catarina Fernandes,1,1,4,6,Ocasional
363,20,5,4736.28,Srta. Hadassa Siqueira,3,3,3,9,Regular
364,35,3,6401.29,Marcos Vinicius Porto,3,1,3,7,Regular
365,88,5,8945.42,Benicio Sales,1,3,4,8,Regular
366,47,2,5843.72,Gustavo Sales,2,1,3,6,Ocasional
367,154,7,5878.33,Cecilia Leão,1,4,3,8,Regular
368,65,1,4437.79,Gabriela Vasconcelos,2,1,3,6,Ocasional
369,63,5,1946.06,Rodrigo Farias,2,3,1,6,Ocasional
370,45,3,3050.79,Clarice Borges,2,1,2,5,Ocasional
371,303,1,288.78,Carlos Eduardo Cavalcanti,1,1,1,3,Inativo
372,11,3,4774.5599999999995,Anthony Carvalho,4,1,3,8,Regular
373,21,3,3022.21,Danilo Guerra,3,1,2,6,Ocasional
374,40,2,735.86,Bento Castro,3,1,1,5,Ocasional
375,48,2,3172.87,Ana Rodrigues,2,1,2,5,Ocasional
376,142,5,5284.96,Sr. Vinicius Vargas,1,3,3,7,Regular
377,9,2,2660.64,Manuella Ribeiro,4,1,2,7,Regular
378,167,4,4310.78,Olivia Monteiro,1,2,2,5,Ocasional
379,25,4,9007.650000000001,Yan Ramos,3,2,4,9,Regular
380,89,7,9147.039999999999,Melissa Dias,1,4,4,9,Regular
381,21,8,14677.22,Kevin Moraes,3,4,4,11,VIP
382,1,6,5015.38,Olívia Silva,4,3,3,10,VIP
383,30,3,1405.43,Lavínia Novaes,3,1,1,5,Ocasional
384,38,6,7087.45,José Miguel Pimenta,3,3,3,9,Regular
385,5,6,2876.96,Sra. Bianca Sá,4,3,2,9,Regular
386,275,1,2466.97,Sofia Carvalho,1,1,2,4,Ocasional
387,44,5,1723.2,Sophia Vasconcelos,2,3,1,6,Ocasional
388,44,3,5071.43,Dr. Otto Pereira,2,1,3,6,Ocasional
389,25,3,1342.82,Dra. Sophie da Rosa,3,1,1,5,Ocasional
390,11,2,4247.6,Dra. Emanuelly Montenegro,4,1,2,7,Regular
391,45,2,2300.44,Alice Moreira,2,1,2,5,Ocasional
392,11,6,4936.53,João Pedro Rodrigues,4,3,3,10,VIP
394,24,10,8354.0,Luara Novaes,3,4,4,11,VIP
395,135,5,16214.41,Sr. Gael da Rocha,1,3,4,8,Regular
396,49,3,2487.77,Ana Cecília Lima,2,1,2,5,Ocasional
397,104,7,8800.98,Asafe Cassiano,1,4,4,9,Regular
398,50,9,16631.76,Vicente Azevedo,2,4,4,10,VIP
399,38,2,3076.75,Luísa Farias,3,1,2,6,Ocasional
400,84,3,7185.0,Manuella Machado,2,1,3,6,Ocasional
401,81,3,6210.03,Sra. Amanda Moreira,2,1,3,6,Ocasional
402,21,6,6277.99,Antonella Brito,3,3,3,9,Regular
403,72,3,4370.95,Otávio Caldeira,2,1,2,5,Ocasional
404,37,4,4418.4,Raul Silva,3,2,3,8,Regular
